transaction_id,portfolio_id,transaction_date,asset_type,amount,transaction_type
196,2380,2024-10-09,ETF,3702.0,Buy
197,5172,2024-04-27,Stock,117.0,Buy
198,6505,2024-04-25,Bond,2987.0,Buy
199,526,2024-08-11,ETF,794.0,Buy
200,2140,2024-08-30,Bond,3379.0,Buy
201,651,2024-05-22,ETF,-585.0,Sell
202,3718,2024-10-12,Stock,2794.0,Buy
203,3009,2025-01-16,Stock,3380.0,Buy
204,6177,2024-05-16,Stock,3613.0,Buy
205,6543,2024-05-13,ETF,4175.0,Buy
206,6073,2024-12-23,Stock,-1260.0,Sell
207,1999,2025-03-18,Unknown,1107.0,Buy
208,5807,2024-09-22,ETF,-1182.0,Sell
209,2933,2024-09-22,Bond,-684.0,Sell
210,1307,2024-07-09,ETF,3672.0,Buy
211,4980,2024-06-02,ETF,-115.0,Sell
212,2354,2024-07-02,Bond,2233.0,Buy
213,3554,2024-11-14,Bond,19.0,Buy
214,6522,2025-01-29,Crypto,4767.0,Buy
215,1156,2025-03-06,Bond,-942.0,Sell
216,1327,2025-01-31,ETF,2186.0,Buy
217,1012,2025-01-30,Crypto,1273.0,Buy
218,2895,2024-11-21,ETF,2225.0,Buy
219,2803,2024-08-17,ETF,626.0,Buy
220,408,2024-05-13,Bond,-1269.0,Sell
221,5035,2025-01-27,Stock,2645.0,Buy
222,63,2024-07-21,Bond,211.0,Buy
223,6221,2024-05-19,ETF,2658.0,Buy
224,5911,2024-11-17,Crypto,2032.0,Buy
225,3128,2024-12-29,Stock,15.0,Buy
226,5846,2024-09-11,Crypto,72.0,Buy
227,5539,2025-03-19,ETF,3062.0,Buy
228,5305,2025-03-17,Bond,-1441.0,Sell
229,2336,2024-05-03,ETF,-196.0,Sell
230,3715,2024-09-08,Stock,2856.0,Buy
231,3169,2024-07-19,Stock,230.0,Buy
232,1870,2024-05-12,Stock,1171.0,Buy
233,2397,2024-08-08,Stock,-445.0,Sell
234,6406,2024-10-17,Stock,-1285.0,Sell
235,5593,2024-10-16,Stock,4381.0,Buy
236,2945,2024-11-03,Stock,691.0,Buy
237,802,2025-04-02,Stock,-1499.0,Sell
238,982,2025-04-07,ETF,4132.0,Buy
239,2320,2025-02-10,Stock,195.0,Buy
240,853,2024-05-04,Unknown,3211.0,Buy
241,5556,2025-02-23,Bond,4269.0,Buy
242,1561,2024-07-27,Bond,-74.0,Sell
243,1541,2024-07-07,ETF,40.0,Buy
244,658,2024-08-28,Crypto,477.0,Buy
245,4662,2024-07-09,Crypto,-1918.0,Sell
246,4005,2024-08-01,Stock,1241.0,Buy
247,2583,2024-05-30,ETF,8.0,Buy
248,1273,2024-08-31,ETF,-426.0,Sell
249,4925,2024-07-11,Bond,3170.0,Buy
250,2567,2024-08-21,Crypto,3196.0,Buy
251,1388,2025-03-01,ETF,-1096.0,Sell
252,4174,2024-05-03,Crypto,-1869.0,Sell
253,3171,2024-04-29,Stock,3283.0,Buy
254,923,2024-04-21,Crypto,12.0,Buy
255,3204,2025-01-07,Bond,3197.0,Buy
257,2524,2024-11-09,ETF,-929.0,Sell
258,3107,2025-01-10,Stock,2304.0,Buy
259,1228,2025-01-18,Crypto,2049.0,Buy
260,6165,2024-10-09,Stock,728.0,Buy
261,2474,2024-06-15,Stock,4377.0,Buy
262,760,2025-02-12,Crypto,1058.0,Buy
263,774,2024-11-09,ETF,251.0,Buy
264,33,2024-05-16,ETF,-320.0,Sell
265,5620,2025-01-11,Stock,4507.0,Buy
266,6214,2024-12-30,Stock,-1661.0,Sell
267,6159,2025-01-11,Stock,4872.0,Buy
268,4268,2024-08-24,Stock,980.0,Buy
269,1281,2024-07-02,Crypto,242.0,Buy
270,2988,2025-03-29,ETF,1555.0,Buy
271,4497,2024-06-13,Stock,2206.0,Buy
272,1355,2024-09-09,Crypto,-865.0,Sell
273,3030,2024-06-27,ETF,1823.0,Buy
274,1435,2024-08-16,ETF,-1956.0,Sell
276,3037,2024-09-03,Bond,1023.0,Buy
277,370,2024-06-15,ETF,1470.0,Buy
278,5080,2024-05-09,ETF,2221.0,Buy
279,6306,2024-04-22,Crypto,-115.0,Sell
280,2937,2024-12-26,Stock,-211.0,Sell
282,4154,2024-11-11,Bond,2561.0,Buy
283,3012,2025-03-15,ETF,864.0,Buy
284,2424,2024-08-13,Bond,4103.0,Buy
285,3138,2024-05-18,Stock,510.0,Buy
286,3508,2025-01-31,ETF,1611.0,Buy
287,262,2024-08-29,Stock,3980.0,Buy
288,4455,2024-05-10,ETF,2696.0,Buy
289,4692,2024-06-30,ETF,-455.0,Sell
290,1134,2024-06-04,Stock,2032.0,Buy
291,2587,2024-07-21,Bond,-744.0,Sell
292,2003,2025-04-02,Bond,-705.0,Sell
293,4280,2024-09-08,Stock,4536.0,Buy
294,400,2025-03-14,Stock,3439.0,Buy
295,6166,2024-06-07,Bond,2108.0,Buy
296,2710,2025-02-15,Bond,2118.0,Buy
297,3667,2025-02-28,Bond,-1670.0,Sell
298,2322,2024-05-17,ETF,90.0,Buy
299,1181,2024-10-10,Stock,1451.0,Buy
300,580,2024-07-12,Crypto,-1814.0,Sell
301,3797,2025-03-29,Stock,358.0,Buy
302,3796,2024-06-22,ETF,-1033.0,Sell
303,5055,2024-04-18,Stock,-1366.0,Sell
304,2997,2024-12-30,Crypto,4880.0,Buy
305,5841,2024-10-06,Crypto,1556.0,Buy
306,4145,2024-07-25,ETF,-1765.0,Sell
307,5113,2025-02-20,Stock,3074.0,Buy
308,3497,2024-12-25,Crypto,2356.0,Buy
309,5839,2024-05-04,Bond,-611.0,Sell
310,5293,2025-01-28,Stock,2974.0,Buy
311,1268,2024-11-02,Crypto,2124.0,Buy
312,4090,2024-11-07,Crypto,-1984.0,Sell
313,3501,2024-08-10,Crypto,2129.0,Buy
314,2355,2024-07-09,ETF,4866.0,Buy
315,6055,2024-07-30,Crypto,4998.0,Buy
316,5143,2024-09-04,ETF,970.0,Buy
317,863,2024-12-14,Bond,4056.0,Buy
318,1106,2025-02-22,Stock,1202.0,Buy
319,1340,2024-11-29,Crypto,1550.0,Buy
320,535,2024-09-17,Stock,-1086.0,Sell
321,3300,2024-09-09,Crypto,-437.0,Sell
322,349,2024-11-28,Stock,1320.0,Buy
323,4586,2025-03-24,Stock,4387.0,Buy
324,675,2024-08-08,ETF,-42.0,Sell
325,4800,2024-09-07,Bond,-1471.0,Sell
326,5663,2024-08-28,Bond,2205.0,Buy
327,2872,2025-02-21,ETF,3068.0,Buy
328,3103,2024-04-24,Bond,3934.0,Buy
329,5456,2024-07-22,Bond,-706.0,Sell
330,2659,2024-07-18,Crypto,1618.0,Buy
331,1528,2025-04-08,Bond,1822.0,Buy
332,5515,2024-07-07,Bond,1338.0,Buy
333,3536,2025-03-12,ETF,2337.0,Buy
334,1066,2025-02-21,Stock,-1741.0,Sell
335,4177,2024-05-03,ETF,1715.0,Buy
336,5335,2024-05-14,ETF,-215.0,Sell
337,921,2024-06-08,ETF,4782.0,Buy
338,3333,2025-02-21,Stock,1137.0,Buy
339,4563,2024-06-16,Crypto,1006.0,Buy
340,3597,2024-10-25,ETF,-274.0,Sell
341,2181,2024-10-24,Crypto,2870.0,Buy
342,6433,2025-03-02,ETF,-301.0,Sell
343,701,2024-07-04,Bond,3079.0,Buy
344,4149,2024-08-16,Stock,4388.0,Buy
345,4634,2024-10-05,Stock,77.0,Buy
346,3262,2024-10-31,Bond,-1552.0,Sell
347,4559,2024-09-25,Crypto,3997.0,Buy
348,4793,2025-01-07,Bond,2796.0,Buy
349,3612,2024-08-25,Bond,436.0,Buy
350,298,2024-07-04,Bond,1262.0,Buy
351,5473,2025-03-16,Bond,-1584.0,Sell
352,4005,2025-02-23,Stock,2658.0,Buy
353,3186,2024-07-30,Stock,-1589.0,Sell
354,3996,2025-03-08,Unknown,2404.0,Buy
355,172,2024-08-02,Crypto,-122.0,Sell
356,3097,2024-09-23,Crypto,834.0,Buy
357,1510,2024-05-01,Unknown,144.0,Buy
358,2527,2024-12-30,Bond,-960.0,Sell
359,2780,2024-10-22,ETF,2788.0,Buy
360,1215,2024-07-14,Stock,-1216.0,Sell
361,4395,2024-06-29,Bond,3905.0,Buy
362,692,2024-07-07,Crypto,1603.0,Buy
363,4596,2025-01-12,Unknown,1277.0,Buy
364,6448,2024-06-11,Bond,-614.0,Sell
365,4178,2024-07-26,Stock,1444.0,Buy
366,4341,2024-10-10,ETF,4737.0,Buy
367,4470,2024-08-31,Unknown,-1735.0,Sell
368,2200,2024-06-12,Crypto,-1528.0,Sell
369,4575,2024-06-04,ETF,-1569.0,Sell
370,2181,2024-08-07,Bond,4049.0,Buy
371,87,2024-07-29,Unknown,1644.0,Buy
372,1483,2024-12-04,Stock,-1679.0,Sell
373,1864,2024-12-02,Crypto,3182.0,Buy
374,1839,2024-11-19,Bond,745.0,Buy
375,5258,2024-10-27,Stock,-1999.0,Sell
376,1088,2024-08-24,Crypto,1861.0,Buy
377,5158,2025-01-22,Unknown,-1900.0,Sell
378,852,2025-01-28,Stock,-1292.0,Sell
379,6236,2024-08-29,Stock,990.0,Buy
380,2932,2024-04-18,Bond,660.0,Buy
381,6315,2024-12-25,Stock,795.0,Buy
382,1289,2024-08-24,Bond,752.0,Buy
383,4847,2024-04-15,ETF,-316.0,Sell
384,4417,2024-06-16,Crypto,1061.0,Buy
385,3616,2025-02-21,Stock,307.0,Buy
386,5660,2025-03-29,Crypto,2654.0,Buy
387,4220,2024-08-06,Bond,4407.0,Buy
388,3488,2025-03-20,ETF,-148.0,Sell
389,1661,2024-09-24,ETF,-1178.0,Sell
390,3751,2024-06-22,Bond,3912.0,Buy
391,34,2024-11-28,ETF,261.0,Buy
392,3558,2024-10-20,Stock,-1974.0,Sell
393,4490,2024-07-10,ETF,2521.0,Buy
394,2570,2024-05-22,Bond,-1279.0,Sell
395,3021,2024-12-21,ETF,-1897.0,Sell
396,1050,2024-04-18,ETF,1434.0,Buy
397,4552,2024-08-06,Crypto,3020.0,Buy
398,5172,2024-07-12,ETF,3287.0,Buy
399,4310,2025-03-03,Bond,342.0,Buy
400,3119,2024-10-10,ETF,-316.0,Sell
401,4886,2024-04-23,ETF,486.0,Buy
402,6076,2024-08-01,ETF,1013.0,Buy
403,4486,2024-04-11,Bond,-585.0,Sell
404,4173,2025-01-10,Bond,-1094.0,Sell
405,1135,2024-10-01,ETF,2378.0,Buy
406,1205,2024-09-27,ETF,3302.0,Buy
407,4727,2024-07-24,Bond,3035.0,Buy
408,5180,2024-04-11,Stock,-785.0,Sell
409,4161,2025-04-06,Crypto,1491.0,Buy
410,901,2024-06-21,ETF,2539.0,Buy
411,4922,2024-07-03,Stock,339.0,Buy
412,4083,2025-03-29,Stock,844.0,Buy
413,2438,2024-07-04,Crypto,786.0,Buy
414,4709,2024-06-24,Stock,609.0,Buy
415,4697,2025-03-30,Stock,2249.0,Buy
416,5364,2024-04-18,ETF,-1833.0,Sell
417,2708,2024-12-06,Unknown,-1203.0,Sell
418,4610,2024-11-10,Bond,2710.0,Buy
419,1409,2025-03-13,Bond,-206.0,Sell
420,1444,2025-02-20,Stock,-1853.0,Sell
421,1015,2024-10-12,Stock,-361.0,Sell
422,4429,2024-10-13,ETF,97.0,Buy
423,1568,2024-11-21,Bond,4986.0,Buy
424,5692,2024-09-07,Bond,4935.0,Buy
425,5865,2024-08-22,Bond,3037.0,Buy
426,3004,2024-11-30,Bond,2503.0,Buy
427,1365,2024-05-07,Bond,-617.0,Sell
428,4912,2025-01-21,Bond,3210.0,Buy
429,1082,2025-03-20,Stock,4716.0,Buy
430,4238,2024-09-16,Unknown,-1642.0,Sell
431,1476,2024-07-05,Stock,-1371.0,Sell
432,5901,2025-02-04,ETF,2228.0,Buy
433,3328,2024-12-19,Unknown,-567.0,Sell
434,6114,2024-07-20,Stock,723.0,Buy
435,1349,2024-05-21,Crypto,3352.0,Buy
436,1628,2025-01-26,ETF,-226.0,Sell
437,3108,2024-09-19,ETF,-262.0,Sell
438,2809,2024-07-13,Stock,-823.0,Sell
439,3776,2024-06-12,ETF,4564.0,Buy
440,5130,2024-04-29,Stock,-1922.0,Sell
441,3219,2024-07-20,ETF,3044.0,Buy
442,2178,2024-06-12,Crypto,568.0,Buy
443,5507,2024-09-05,Bond,-160.0,Sell
444,2331,2024-11-02,Unknown,2584.0,Buy
445,5306,2024-06-01,Stock,139.0,Buy
446,5403,2025-03-30,Bond,-1987.0,Sell
447,4196,2024-12-25,Crypto,-1988.0,Sell
448,4928,2025-02-21,Crypto,3844.0,Buy
449,2403,2025-01-07,Bond,3535.0,Buy
450,390,2024-05-10,Stock,-1664.0,Sell
451,5231,2024-10-11,Stock,-1573.0,Sell
452,5063,2025-03-08,Stock,-1203.0,Sell
453,4784,2024-07-12,Crypto,32.0,Buy
454,936,2024-07-17,Stock,-6.0,Sell
455,5458,2024-10-08,Stock,3196.0,Buy
456,378,2025-02-22,ETF,-1369.0,Sell
457,4415,2024-10-03,ETF,3307.0,Buy
458,1143,2024-07-22,Bond,-378.0,Sell
459,4339,2024-05-11,ETF,-1467.0,Sell
460,450,2024-05-13,ETF,4899.0,Buy
461,5978,2025-01-23,Stock,4165.0,Buy
462,1463,2025-02-19,ETF,2823.0,Buy
463,5118,2024-08-19,Unknown,4286.0,Buy
464,1187,2025-03-15,ETF,3869.0,Buy
465,6121,2024-08-20,Stock,-1126.0,Sell
466,2653,2024-12-01,Stock,-1494.0,Sell
467,2958,2024-06-22,Bond,4733.0,Buy
468,3363,2024-09-22,Stock,4966.0,Buy
469,2345,2024-11-29,Bond,3465.0,Buy
470,5848,2024-09-07,Stock,-1942.0,Sell
471,4283,2025-01-22,Stock,2876.0,Buy
472,3680,2024-10-13,Bond,-1111.0,Sell
473,5539,2025-03-31,Stock,3218.0,Buy
474,148,2024-04-21,ETF,802.0,Buy
475,3535,2024-11-03,Bond,3178.0,Buy
476,1113,2024-11-12,Crypto,3820.0,Buy
477,4249,2025-04-08,Stock,4872.0,Buy
478,2300,2024-05-08,ETF,3208.0,Buy
479,3185,2025-03-02,Bond,558.0,Buy
480,4175,2024-07-05,Stock,4503.0,Buy
481,2845,2024-05-07,ETF,-1702.0,Sell
482,2114,2024-07-13,Bond,4252.0,Buy
483,5068,2024-05-13,Crypto,3383.0,Buy
484,4423,2024-09-24,Bond,3912.0,Buy
485,3678,2024-06-08,Stock,1209.0,Buy
486,4550,2024-11-28,Crypto,-1401.0,Sell
487,3830,2024-11-24,Unknown,-1750.0,Sell
488,4238,2025-01-02,ETF,4499.0,Buy
489,2479,2024-06-13,Stock,2711.0,Buy
490,4393,2024-05-24,ETF,1128.0,Buy
491,3154,2024-05-08,Stock,-966.0,Sell
492,5260,2024-09-14,ETF,49.0,Buy
493,2536,2024-12-21,ETF,-1962.0,Sell
494,2367,2024-07-28,Bond,3951.0,Buy
495,3675,2024-07-24,Bond,4543.0,Buy
496,4056,2024-09-17,Stock,-1220.0,Sell
497,5364,2025-02-09,Bond,1483.0,Buy
498,755,2025-04-03,Stock,1886.0,Buy
499,2150,2024-07-30,Bond,3203.0,Buy
500,4729,2024-06-17,Stock,3702.0,Buy
501,5675,2025-01-01,ETF,1083.0,Buy
502,1758,2025-02-05,ETF,869.0,Buy
503,4185,2024-07-10,Crypto,4026.0,Buy
504,5775,2025-04-04,ETF,-412.0,Sell
505,3311,2024-10-22,ETF,4081.0,Buy
506,473,2024-04-23,Stock,47.0,Buy
507,1772,2024-09-06,Stock,644.0,Buy
508,1462,2024-09-04,Bond,2288.0,Buy
509,4618,2024-05-24,Stock,1175.0,Buy
510,2628,2024-04-10,ETF,-1514.0,Sell
511,24,2025-04-06,Stock,4900.0,Buy
512,3312,2024-06-01,Bond,3641.0,Buy
513,4376,2024-06-23,ETF,-355.0,Sell
514,5063,2024-10-01,ETF,-398.0,Sell
515,2147,2024-06-05,Crypto,1548.0,Buy
516,4406,2024-12-30,ETF,4417.0,Buy
517,5689,2024-11-30,ETF,3625.0,Buy
518,4808,2024-07-31,Stock,21.0,Buy
519,4979,2025-03-06,Crypto,1247.0,Buy
520,2302,2024-08-16,Bond,4227.0,Buy
521,4786,2024-09-29,Stock,-766.0,Sell
522,840,2024-11-25,ETF,3013.0,Buy
523,3650,2025-03-08,Crypto,-1798.0,Sell
524,5170,2025-02-06,ETF,3558.0,Buy
525,5576,2025-03-14,ETF,-601.0,Sell
526,3266,2024-05-13,Bond,1020.0,Buy
527,5692,2024-09-06,Crypto,4123.0,Buy
528,2734,2024-11-27,Stock,1943.0,Buy
529,2834,2024-08-25,Stock,626.0,Buy
530,6442,2024-06-25,Unknown,4095.0,Buy
531,4689,2024-10-31,Stock,264.0,Buy
532,2633,2024-05-22,Bond,3293.0,Buy
533,3720,2024-11-22,Bond,2509.0,Buy
534,3183,2024-06-11,Crypto,-1546.0,Sell
535,1058,2024-12-02,Stock,617.0,Buy
536,1443,2024-12-19,Bond,152.0,Buy
537,3792,2024-10-12,Unknown,251.0,Buy
538,4263,2024-10-21,ETF,-1514.0,Sell
539,3793,2025-01-02,Bond,-1374.0,Sell
540,2007,2024-10-12,Crypto,-634.0,Sell
541,3558,2025-01-28,Stock,-1437.0,Sell
542,2310,2025-02-25,Bond,2552.0,Buy
543,1430,2025-03-22,Stock,1248.0,Buy
544,1120,2024-12-11,ETF,3663.0,Buy
545,3444,2024-11-01,ETF,-1552.0,Sell
546,2213,2024-07-15,Stock,4093.0,Buy
547,5443,2025-03-14,Crypto,-1082.0,Sell
548,4470,2025-02-10,Stock,1153.0,Buy
549,4224,2025-02-05,Crypto,-1266.0,Sell
550,5709,2024-04-13,Unknown,1910.0,Buy
551,4946,2025-03-01,ETF,4035.0,Buy
552,1806,2025-03-26,ETF,2777.0,Buy
553,499,2024-12-10,Bond,3166.0,Buy
554,3562,2024-11-04,Stock,2810.0,Buy
555,79,2024-06-10,Stock,1865.0,Buy
556,1007,2024-12-26,ETF,2610.0,Buy
557,6260,2024-05-23,Stock,2312.0,Buy
558,423,2024-06-05,Bond,4114.0,Buy
559,3857,2024-07-30,ETF,-108.0,Sell
560,3786,2024-04-13,ETF,526.0,Buy
561,5392,2025-01-25,Stock,-525.0,Sell
